mosq_No,mosq_species,Treatment,dpi,part,Body,Head,PCLPV_copies,GMV_copies,ATV_copies,AANV_copies,ZIKV_copies,GCTLV_copies,WSLV3_copies,WNV_copies,group(plaque/qPCR+1000) ,group(plaque/qPCR+0) ,group(plaque/qPCR+1000/body+1000) ,group(plaque/qPCR+0/body+0) ,Info1,plaque_assay,head_ZIKV+1000,body_ZIKV+1000
AMT-7dpi-33,Ae_aegypti,AA-ZIKV,7dpi,head,GIM-583,GIM-567,1631626,126934,445,0,0,,,,AA-7dpi-ZIKV(-/-),AA-7dpi-ZIKV(-/-),AA-7dpi-ZIKV(-/-/-),AA-7dpi-ZIKV(-/-/-),AA-7dpi-ZIKV,AA-ZIKV(-),AA-7dpi-ZIKV(-),AA-7dpi-ZIKV(-)
AMT-7dpi-35,Ae_aegypti,AA-ZIKV,7dpi,head,GIM-585,GIM-569,8653,57597,0,790146,0,,,,AA-7dpi-ZIKV(-/-),AA-7dpi-ZIKV(-/-),AA-7dpi-ZIKV(-/-/-),AA-7dpi-ZIKV(-/-/-),AA-7dpi-ZIKV,AA-ZIKV(-),AA-7dpi-ZIKV(-),AA-7dpi-ZIKV(-)
AMT-7dpi-36,Ae_aegypti,AA-ZIKV,7dpi,head,GIM-586,GIM-570,1191,752198,273,0,0,,,,AA-7dpi-ZIKV(-/-),AA-7dpi-ZIKV(-/-),AA-7dpi-ZIKV(-/-/-),AA-7dpi-ZIKV(-/-/-),AA-7dpi-ZIKV,AA-ZIKV(-),AA-7dpi-ZIKV(-),AA-7dpi-ZIKV(-)
AMT-21dpi-1,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-81,GIM-61,,,,,,,,,,,,,AA-21dpi-ZIKV,AA-ZIKV(-),,AA-21dpi-ZIKV(-)
AMT-21dpi-2,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-82,GIM-62,0,6391,633,43158,553268,,,,AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(+),AA-21dpi-ZIKV(+)
AMT-21dpi-3,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-83,GIM-63,695134,17451,574,0,0,,,,AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV(-/-/+),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(-),AA-21dpi-ZIKV(-)
AMT-21dpi-4,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-84,GIM-64,8362,81142857,652,38855,0,,,,AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV(-/-/+),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(-),AA-21dpi-ZIKV(-)
AMT-21dpi-5,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-85,GIM-65,21608,534,0,0,0,,,,AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(-),AA-21dpi-ZIKV(-)
AMT-21dpi-6,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-86,GIM-66,0,19884,188505,0,260887,,,,AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(+),AA-21dpi-ZIKV(+)
AMT-21dpi-7,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-87,GIM-67,887140,4605,678,0,4256856,,,,AA-21dpi-ZIKV(+/+),AA-21dpi-ZIKV(+/+),AA-21dpi-ZIKV(+/+/+),AA-21dpi-ZIKV(+/+/+),AA-21dpi-ZIKV,AA-ZIKV(+),AA-21dpi-ZIKV(+),AA-21dpi-ZIKV(+)
AMT-21dpi-8,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-88,GIM-68,646600,160,903,24027,0,,,,AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV(-/-/+),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(-),AA-21dpi-ZIKV(-)
AMT-21dpi-9,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-89,GIM-69,1323064,23145275,687,0,0,,,,AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(-),AA-21dpi-ZIKV(-)
AMT-21dpi-10,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-90,GIM-70,16,4099,658,23576,0,,,,AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(-),AA-21dpi-ZIKV(-)
AMT-21dpi-11,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-91,GIM-71,0,6897,828,0,0,,,,AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(-),AA-21dpi-ZIKV(-)
AMT-21dpi-12,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-92,GIM-72,481,1244,928,50810,0,,,,AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV(-/-/+),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(-),AA-21dpi-ZIKV(-)
AMT-21dpi-13,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-93,GIM-73,85,39238095,763,27375,767199,,,,AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(+),AA-21dpi-ZIKV(+)
AMT-21dpi-14,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-94,GIM-74,1150526,649,0,0,187914,,,,AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(+),AA-21dpi-ZIKV(+)
AMT-21dpi-15,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-95,GIM-75,4998,1591915,600,29719,194,,,,AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(-),AA-21dpi-ZIKV(-)
AMT-21dpi-16,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-96,GIM-76,0,10003,374,18516,0,,,,AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(-),AA-21dpi-ZIKV(-)
AMT-21dpi-17,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-97,GIM-77,0,208,0,13673,1614828,,,,AA-21dpi-ZIKV(+/+),AA-21dpi-ZIKV(+/+),AA-21dpi-ZIKV(+/+/+),AA-21dpi-ZIKV(+/+/+),AA-21dpi-ZIKV,AA-ZIKV(+),AA-21dpi-ZIKV(+),AA-21dpi-ZIKV(+)
AMT-21dpi-18,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-98,GIM-78,587,33439,0,0,841132,,,,AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(+),AA-21dpi-ZIKV(+)
AMT-21dpi-19,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-99,GIM-79,14,5668,0,0,0,,,,AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-/+),AA-21dpi-ZIKV(-/-/+),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(-),AA-21dpi-ZIKV(+)
AMT-21dpi-20,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-100,GIM-80,13,194,432,25927,0,,,,AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(-),AA-21dpi-ZIKV(-)
AMT-21dpi-21,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-608,GIM-587,48666667,1225,1005,0,90,,,,AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV(-/+/-),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(-),AA-21dpi-ZIKV(-)
AMT-21dpi-22,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-609,GIM-588,127,1194,395,12738895,573194,,,,AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(+),AA-21dpi-ZIKV(+)
AMT-21dpi-23,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-610,GIM-589,12276,8059,0,0,1568719,,,,AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(+),AA-21dpi-ZIKV(+)
AMT-21dpi-24,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-611,GIM-590,30720419,29913283,582,0,410967,,,,AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(+),AA-21dpi-ZIKV(+)
AMT-21dpi-25,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-612,GIM-591,59466667,100666667,0,0,0,,,,AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(-),AA-21dpi-ZIKV(-)
AMT-21dpi-26,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-613,GIM-592,3248,3496,474,0,0,,,,AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(-),AA-21dpi-ZIKV(-)
AMT-21dpi-27,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-614,GIM-593,3984,19119,300,0,2577173,,,,AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(+),AA-21dpi-ZIKV(+)
AMT-21dpi-28,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-615,GIM-594,83066667,1043,147501,0,1117817,,,,AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(+),AA-21dpi-ZIKV(+)
AMT-21dpi-29,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-616,GIM-595,2285,864806,276,0,368967,,,,AA-21dpi-ZIKV(+/+),AA-21dpi-ZIKV(+/+),AA-21dpi-ZIKV(+/+/+),AA-21dpi-ZIKV(+/+/+),AA-21dpi-ZIKV,AA-ZIKV(+),AA-21dpi-ZIKV(+),AA-21dpi-ZIKV(+)
AMT-21dpi-30,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-617,GIM-596,18985024,1271,375,0,770895,,,,AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(+),AA-21dpi-ZIKV(+)
AMT-21dpi-31,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-618,GIM-597,6060,81851,553,0,0,,,,AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(-),AA-21dpi-ZIKV(-)
AMT-21dpi-32,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-619,GIM-598,35600000,15815,503,144,0,,,,AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(-),AA-21dpi-ZIKV(-)
AMT-21dpi-33,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-620,GIM-599,5219,14218,619,0,0,,,,AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV(-/-/+),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(-),AA-21dpi-ZIKV(-)
AMT-21dpi-34,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-621,GIM-600,289,2961,0,63,1329807,,,,AA-21dpi-ZIKV(+/+),AA-21dpi-ZIKV(+/+),AA-21dpi-ZIKV(+/+/+),AA-21dpi-ZIKV(+/+/+),AA-21dpi-ZIKV,AA-ZIKV(+),AA-21dpi-ZIKV(+),AA-21dpi-ZIKV(+)
AMT-21dpi-35,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-622,GIM-601,636,1183,511,0,265488,,,,AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(+),AA-21dpi-ZIKV(+)
AMT-21dpi-36,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-623,GIM-602,4814,4165,0,359,0,,,,AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(-),AA-21dpi-ZIKV(-)
AMT-21dpi-37,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-624,GIM-603,4024,68933333,581,0,14,,,,AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV(-/+/-),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(-),AA-21dpi-ZIKV(-)
AMT-21dpi-38,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-625,GIM-604,5186,4632778,549,5927152,714261,,,,AA-21dpi-ZIKV(+/+),AA-21dpi-ZIKV(+/+),AA-21dpi-ZIKV(+/+/+),AA-21dpi-ZIKV(+/+/+),AA-21dpi-ZIKV,AA-ZIKV(+),AA-21dpi-ZIKV(+),AA-21dpi-ZIKV(+)
AMT-21dpi-39,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-626,GIM-605,86,32266667,0,0,0,,,,AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(-),AA-21dpi-ZIKV(-)
AMT-21dpi-40,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-627,GIM-606,37333333,4543,303,0,54,,,,AA-21dpi-ZIKV(-/-),AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/-/-),AA-21dpi-ZIKV(-/+/-),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(-),AA-21dpi-ZIKV(-)
AMT-21dpi-41,Ae_aegypti,AA-ZIKV,21dpi,head,GIM-628,GIM-607,1754,1391,647,0,1763515,,,,AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV(-/+/+),AA-21dpi-ZIKV,AA-ZIKV(-),AA-21dpi-ZIKV(+),AA-21dpi-ZIKV(+)
AE-7dpi-7,Ae_aegypti,AA-blood,7dpi,head,GIM-257,GIM-247,,,,,,,,,AA-7dpi-blood,AA-7dpi-blood,AA-7dpi-blood,AA-7dpi-blood,AA-7dpi-blood,AA-blood,AA-7dpi-blood,AA-7dpi-blood
AE-7dpi-8,Ae_aegypti,AA-blood,7dpi,head,GIM-258,GIM-248,62,0,0,0,,,,,AA-7dpi-blood,AA-7dpi-blood,AA-7dpi-blood,AA-7dpi-blood,AA-7dpi-blood,AA-blood,AA-7dpi-blood,AA-7dpi-blood
AE-7dpi-9,Ae_aegypti,AA-blood,7dpi,head,GIM-259,GIM-249,10182336,0,183,11013667,,,,,AA-7dpi-blood,AA-7dpi-blood,AA-7dpi-blood,AA-7dpi-blood,AA-7dpi-blood,AA-blood,AA-7dpi-blood,AA-7dpi-blood
AE-7dpi-10,Ae_aegypti,AA-blood,7dpi,head,GIM-260,GIM-250,24786,0,0,0,,,,,AA-7dpi-blood,AA-7dpi-blood,AA-7dpi-blood,AA-7dpi-blood,AA-7dpi-blood,AA-blood,AA-7dpi-blood,AA-7dpi-blood
AE-7dpi-11,Ae_aegypti,AA-blood,7dpi,head,GIM-543,GIM-541,73,0,173,0,,,,,AA-7dpi-blood,AA-7dpi-blood,AA-7dpi-blood,AA-7dpi-blood,AA-7dpi-blood,AA-blood,AA-7dpi-blood,AA-7dpi-blood
AE-21dpi-4,Ae_aegypti,AA-blood,21dpi,head,GIM-284,GIM-274,719,0,0,0,,,,,AA-21dpi-blood,AA-21dpi-blood,AA-21dpi-blood,AA-21dpi-blood,AA-21dpi-blood,AA-blood,AA-21dpi-blood,AA-21dpi-blood
AE-21dpi-7,Ae_aegypti,AA-blood,21dpi,head,GIM-287,GIM-277,,,,,,,,,AA-21dpi-blood,AA-21dpi-blood,AA-21dpi-blood,AA-21dpi-blood,AA-21dpi-blood,AA-blood,AA-21dpi-blood,AA-21dpi-blood
AE-21dpi-8,Ae_aegypti,AA-blood,21dpi,head,GIM-288,GIM-278,1490230,0,0,0,,,,,AA-21dpi-blood,AA-21dpi-blood,AA-21dpi-blood,AA-21dpi-blood,AA-21dpi-blood,AA-blood,AA-21dpi-blood,AA-21dpi-blood
AE-21dpi-10,Ae_aegypti,AA-blood,21dpi,head,GIM-290,GIM-280,49904762,0,0,10340102,,,,,AA-21dpi-blood,AA-21dpi-blood,AA-21dpi-blood,AA-21dpi-blood,AA-21dpi-blood,AA-blood,AA-21dpi-blood,AA-21dpi-blood
AE-21dpi-11,Ae_aegypti,AA-blood,21dpi,head,GIM-546,GIM-545,591,0,0,0,,,,,AA-21dpi-blood,AA-21dpi-blood,AA-21dpi-blood,AA-21dpi-blood,AA-21dpi-blood,AA-blood,AA-21dpi-blood,AA-21dpi-blood
ANE-7dpi-7,Ae_aegypti,AA-sucrose,7dpi,head,GIM-317,GIM-307,,,,,,,,,AA-7dpi-sucrose,AA-7dpi-sucrose,AA-7dpi-sucrose,AA-7dpi-sucrose,AA-7dpi-sucrose,AA-sucrose,AA-7dpi-sucrose,AA-7dpi-sucrose
ANE-7dpi-8,Ae_aegypti,AA-sucrose,7dpi,head,GIM-318,GIM-308,146,169,428161,0,,,,,AA-7dpi-sucrose,AA-7dpi-sucrose,AA-7dpi-sucrose,AA-7dpi-sucrose,AA-7dpi-sucrose,AA-sucrose,AA-7dpi-sucrose,AA-7dpi-sucrose
ANE-7dpi-9,Ae_aegypti,AA-sucrose,7dpi,head,GIM-319,GIM-309,14192213,33,301,0,,,,,AA-7dpi-sucrose,AA-7dpi-sucrose,AA-7dpi-sucrose,AA-7dpi-sucrose,AA-7dpi-sucrose,AA-sucrose,AA-7dpi-sucrose,AA-7dpi-sucrose
ANE-7dpi-10,Ae_aegypti,AA-sucrose,7dpi,head,GIM-320,GIM-310,21333333,79,391,9583973,,,,,AA-7dpi-sucrose,AA-7dpi-sucrose,AA-7dpi-sucrose,AA-7dpi-sucrose,AA-7dpi-sucrose,AA-sucrose,AA-7dpi-sucrose,AA-7dpi-sucrose
ANE-7dpi-11,Ae_aegypti,AA-sucrose,7dpi,head,GIM-549,GIM-547,42,0,166041,0,,,,,AA-7dpi-sucrose,AA-7dpi-sucrose,AA-7dpi-sucrose,AA-7dpi-sucrose,AA-7dpi-sucrose,AA-sucrose,AA-7dpi-sucrose,AA-7dpi-sucrose
ANE-21dpi-7,Ae_aegypti,AA-sucrose,21dpi,head,GIM-347,GIM-337,,,,,,,,,AA-21dpi-sucrose,AA-21dpi-sucrose,AA-21dpi-sucrose,AA-21dpi-sucrose,AA-21dpi-sucrose,AA-sucrose,AA-21dpi-sucrose,AA-21dpi-sucrose
ANE-21dpi-9,Ae_aegypti,AA-sucrose,21dpi,head,GIM-349,GIM-339,189,437,0,0,,,,,AA-21dpi-sucrose,AA-21dpi-sucrose,AA-21dpi-sucrose,AA-21dpi-sucrose,AA-21dpi-sucrose,AA-sucrose,AA-21dpi-sucrose,AA-21dpi-sucrose
ANE-21dpi-10,Ae_aegypti,AA-sucrose,21dpi,head,GIM-350,GIM-340,336,69,421,3990878,,,,,AA-21dpi-sucrose,AA-21dpi-sucrose,AA-21dpi-sucrose,AA-21dpi-sucrose,AA-21dpi-sucrose,AA-sucrose,AA-21dpi-sucrose,AA-21dpi-sucrose
ANE-21dpi-11,Ae_aegypti,AA-sucrose,21dpi,head,GIM-553,GIM-551,24952381,255,143199,0,,,,,AA-21dpi-sucrose,AA-21dpi-sucrose,AA-21dpi-sucrose,AA-21dpi-sucrose,AA-21dpi-sucrose,AA-sucrose,AA-21dpi-sucrose,AA-21dpi-sucrose
ANE-21dpi-12,Ae_aegypti,AA-sucrose,21dpi,head,GIM-554,GIM-552,21714286,50666667,0,0,,,,,AA-21dpi-sucrose,AA-21dpi-sucrose,AA-21dpi-sucrose,AA-21dpi-sucrose,AA-21dpi-sucrose,AA-sucrose,AA-21dpi-sucrose,AA-21dpi-sucrose
CWV-7dpi-1,Cx_quinquefasciatus,CQ-WNV,7dpi,head,GIM-381,GIM-361,,,,,,2011,0,0,WNV(-),,,7dpi-WNV(-/+),CQ-7dpi-WNV,7dpi-WNV(-),,
CWV-7dpi-2,Cx_quinquefasciatus,CQ-WNV,7dpi,head,GIM-382,GIM-362,,,,,,0,0,0,WNV(-),,,7dpi-WNV(-/+),CQ-7dpi-WNV,7dpi-WNV(-),,
CWV-7dpi-3,Cx_quinquefasciatus,CQ-WNV,7dpi,head,GIM-383,GIM-363,,,,,,949,0,0,WNV(-),,,7dpi-WNV(-/+),CQ-7dpi-WNV,7dpi-WNV(-),,
CWV-7dpi-4,Cx_quinquefasciatus,CQ-WNV,7dpi,head,GIM-384,GIM-364,,,,,,61,0,0,WNV(-),,,7dpi-WNV(-/+),CQ-7dpi-WNV,7dpi-WNV(-),,
CWV-7dpi-5,Cx_quinquefasciatus,CQ-WNV,7dpi,head,GIM-385,GIM-365,,,,,,494,0,0,WNV(+),,,7dpi-WNV(+/),CQ-7dpi-WNV,7dpi-WNV(+),,
CWV-7dpi-6,Cx_quinquefasciatus,CQ-WNV,7dpi,head,GIM-386,GIM-366,,,,,,1275,0,0,WNV(-),,,7dpi-WNV(-/+),CQ-7dpi-WNV,7dpi-WNV(-),,
CWV-7dpi-7,Cx_quinquefasciatus,CQ-WNV,7dpi,head,GIM-387,GIM-367,,,,,,1468,0,0,WNV(+suspected),,,7dpi-WNV(+/),CQ-7dpi-WNV,7dpi-WNV(+),,
CWV-7dpi-8,Cx_quinquefasciatus,CQ-WNV,7dpi,head,GIM-388,GIM-368,,,,,,985,0,0,WNV(-),,,7dpi-WNV(-/+),CQ-7dpi-WNV,7dpi-WNV(-),,
CWV-7dpi-9,Cx_quinquefasciatus,CQ-WNV,7dpi,head,GIM-389,GIM-369,,,,,,1376,0,0,WNV(+suspected),,,7dpi-WNV(+/),CQ-7dpi-WNV,7dpi-WNV(+),,
CWV-7dpi-10,Cx_quinquefasciatus,CQ-WNV,7dpi,head,GIM-390,GIM-370,,,,,,2486,0,0,WNV(-),,,7dpi-WNV(-/+),CQ-7dpi-WNV,7dpi-WNV(-),,
CWV-7dpi-11,Cx_quinquefasciatus,CQ-WNV,7dpi,head,GIM-391,GIM-371,,,,,,3011,0,0,WNV(+suspected),,,7dpi-WNV(+/),CQ-7dpi-WNV,7dpi-WNV(+),,
CWV-7dpi-12,Cx_quinquefasciatus,CQ-WNV,7dpi,head,GIM-392,GIM-372,,,,,,1638,0,0,WNV(+),,,7dpi-WNV(+/),CQ-7dpi-WNV,7dpi-WNV(+),,
CWV-7dpi-13,Cx_quinquefasciatus,CQ-WNV,7dpi,head,GIM-393,GIM-373,,,,,,1547,0,0,WNV(-),,,7dpi-WNV(-/-),CQ-7dpi-WNV,7dpi-WNV(-),,
CWV-7dpi-14,Cx_quinquefasciatus,CQ-WNV,7dpi,head,GIM-394,GIM-374,,,,,,2595,0,0,WNV(-),,,7dpi-WNV(-/+),CQ-7dpi-WNV,7dpi-WNV(-),,
CWV-7dpi-15,Cx_quinquefasciatus,CQ-WNV,7dpi,head,GIM-395,GIM-375,,,,,,1953,9298693,0,WNV(-),,,7dpi-WNV(-/+),CQ-7dpi-WNV,7dpi-WNV(-),,
CWV-7dpi-16,Cx_quinquefasciatus,CQ-WNV,7dpi,head,GIM-396,GIM-376,,,,,,990,5232841,0,WNV(-),,,7dpi-WNV(-/-),CQ-7dpi-WNV,7dpi-WNV(-),,
CWV-7dpi-17,Cx_quinquefasciatus,CQ-WNV,7dpi,head,GIM-397,GIM-377,,,,,,547,0,0,WNV(-),,,7dpi-WNV(-/+),CQ-7dpi-WNV,7dpi-WNV(-),,
CWV-7dpi-18,Cx_quinquefasciatus,CQ-WNV,7dpi,head,GIM-398,GIM-378,,,,,,157,0,0,WNV(-),,,7dpi-WNV(-/-),CQ-7dpi-WNV,7dpi-WNV(-),,
CWV-7dpi-19,Cx_quinquefasciatus,CQ-WNV,7dpi,head,GIM-399,GIM-379,,,,,,2289,0,0,WNV(-),,,7dpi-WNV(-/-),CQ-7dpi-WNV,7dpi-WNV(-),,
CWV-7dpi-20,Cx_quinquefasciatus,CQ-WNV,7dpi,head,GIM-400,GIM-380,,,,,,1388,5389732,0,WNV(-),,,7dpi-WNV(-/+),CQ-7dpi-WNV,7dpi-WNV(-),,
